time,X[s],Avanti sensor 2: ACC.X 2,Avanti sensor 2: ACC.Y 2,Avanti sensor 2: ACC.Z 2,Avanti sensor 2: GYRO.X 2,Avanti sensor 2: GYRO.Y 2,Avanti sensor 2: GYRO.Z 2
12:06.2,35.046,0.0361328,-1.039551,-0.1494141,-24.5122,12.13415,-9.146341
12:06.2,35.05275,0.0268555,-1.038086,-0.1757813,-22.19512,18.04878,-8.902439
12:06.2,35.0595,0.0024414,-1.043457,-0.2148438,-19.26829,24.08537,-8.658537
12:06.2,35.06625,-0.019043,-1.038086,-0.2514648,-16.46342,27.13415,-8.353659
12:06.2,35.073,-0.0297852,-1.034668,-0.2661133,-15.06098,26.21951,-7.865854
12:06.2,35.07975,-0.0517578,-1.035645,-0.265625,-14.32927,22.07317,-7.195122
12:06.2,35.0865,-0.0683594,-1.039063,-0.2646484,-13.71951,16.34146,-6.097561
12:06.2,35.09325,-0.0722656,-1.038574,-0.2626953,-12.7439,11.82927,-4.939024
12:06.2,35.1,-0.0629883,-1.033203,-0.269043,-12.13415,8.414635,-3.963415
12:06.2,35.10675,-0.0356445,-1.036621,-0.2666016,-12.5,6.646342,-3.47561
12:06.2,35.1135,-0.0151367,-1.046875,-0.2441406,-12.80488,5.609756,-2.987805
12:06.2,35.12025,0,-1.038086,-0.2441406,-10.73171,7.134147,-2.5
12:06.2,35.127,0.0053711,-1.010742,-0.2680664,-8.719512,12.07317,-2.073171
12:06.2,35.13375,0.0200195,-0.9916992,-0.2788086,-8.109756,16.52439,-1.707317
12:06.2,35.1405,0.0332031,-0.980957,-0.3012695,-6.890244,19.87805,-1.402439
12:06.2,35.14725,0.0371094,-0.9711914,-0.3286133,-6.463415,23.10976,-1.036585
12:06.2,35.154,0.046875,-0.9648438,-0.347168,-7.439024,24.08537,-1.036585
12:06.2,35.16075,0.0458984,-0.965332,-0.3603516,-8.231708,24.81707,-1.036585
12:06.2,35.1675,0.0429688,-0.9658203,-0.3637695,-9.146341,24.7561,-1.341463
12:06.2,35.17425,0.0375977,-0.9667969,-0.359375,-9.756098,24.08537,-1.52439
12:06.2,35.181,0.0288086,-0.9716797,-0.3579102,-9.512196,22.92683,-1.95122
12:06.2,35.18775,0.0102539,-0.9736328,-0.3574219,-9.817074,21.58537,-2.378049
12:06.2,35.1945,-0.0097656,-0.9770508,-0.347168,-10.48781,19.63415,-2.5
12:06.2,35.20125,-0.0136719,-0.9853516,-0.3354492,-10.30488,18.41463,-2.5
12:06.2,35.208,-0.0043945,-0.9916992,-0.3276367,-10.12195,16.95122,-2.317073
12:06.2,35.21475,-0.0029297,-0.9946289,-0.3349609,-9.756098,18.65854,-2.804878
12:06.2,35.2215,-0.0239258,-0.9912109,-0.3364258,-9.146341,19.87805,-3.841464
12:06.2,35.22825,-0.0463867,-0.9833984,-0.3461914,-9.268292,16.95122,-4.268293
12:06.2,35.235,-0.0585938,-0.9799805,-0.3486328,-9.02439,13.17073,-3.597561
12:06.2,35.24175,-0.0546875,-0.9814453,-0.3486328,-9.634147,11.15854,-2.743902
12:06.2,35.2485,-0.0454102,-0.9916992,-0.3164063,-11.09756,9.573171,-2.073171
12:06.2,35.25525,-0.0283203,-0.9980469,-0.2954102,-10.67073,8.353659,-1.280488
12:06.2,35.262,-0.0068359,-0.9921875,-0.3017578,-9.390244,8.04878,-0.8536586
12:06.2,35.26875,0.0068359,-0.9882813,-0.3076172,-8.414635,8.902439,-0.4268293
12:06.2,35.2755,0.0302734,-0.9833984,-0.3178711,-7.987805,11.52439,-0.3658537
12:06.2,35.28225,0.0458984,-0.9814453,-0.3291016,-7.804878,14.45122,-0.4268293
12:06.2,35.289,0.0581055,-0.980957,-0.3339844,-7.560976,16.40244,-0.4878049
12:06.2,35.29575,0.0625,-0.9775391,-0.3457031,-7.378049,17.2561,-0.6097561
12:06.2,35.3025,0.0600586,-0.9741211,-0.3618164,-7.317073,17.9878,-0.9146342
12:06.2,35.30925,0.0517578,-0.9648438,-0.3730469,-7.987805,19.7561,-0.7926829
12:06.2,35.316,0.0449219,-0.9609375,-0.3813477,-8.963415,21.58537,-0.7317073
12:06.2,35.32275,0.0390625,-0.9594727,-0.3828125,-10.73171,21.76829,-0.9146342
12:06.2,35.3295,0.0307617,-0.972168,-0.3720703,-12.0122,22.07317,-0.9146342
12:06.2,35.33625,0.0209961,-0.9731445,-0.3637695,-12.31707,21.95122,-0.8536586
12:06.2,35.343,0.0087891,-0.9702148,-0.3554688,-12.19512,22.0122,-1.097561
12:06.2,35.34975,-0.0097656,-0.9692383,-0.3530273,-11.76829,22.43902,-1.52439
12:06.2,35.3565,-0.0297852,-0.9682617,-0.3515625,-10.97561,22.37805,-1.463415
12:06.2,35.36325,-0.034668,-0.9667969,-0.3530273,-10.2439,22.31707,-1.280488
12:06.2,35.37,-0.0439453,-0.9707031,-0.3525391,-9.817074,21.58537,-0.9146342
12:06.2,35.37675,-0.0405273,-0.9785156,-0.3461914,-9.085366,19.57317,-0.7317073
12:06.2,35.3835,-0.0371094,-0.9824219,-0.3388672,-8.231708,17.0122,-0.6707317
12:06.2,35.39025,-0.0239258,-0.9819336,-0.3339844,-7.621952,14.93902,-0.3658537
12:06.2,35.397,-0.0117188,-0.9858398,-0.3364258,-7.439024,14.20732,-0.4878049
12:06.2,35.40375,-0.0024414,-0.9848633,-0.3491211,-7.317073,13.71951,-0.7317073
12:06.2,35.4105,0,-0.9814453,-0.3671875,-8.292683,13.35366,-0.7317073
12:06.2,35.41725,0,-0.9868164,-0.3554688,-9.45122,12.86585,-0.8536586
12:06.2,35.424,0.0092773,-0.9833984,-0.3613281,-9.207317,12.62195,-1.036585
12:06.2,35.43075,0.0112305,-0.9790039,-0.359375,-10.06098,12.98781,-1.036585
12:06.2,35.4375,0.0185547,-0.9760742,-0.3500977,-10.54878,13.23171,-0.7317073
12:06.2,35.44425,0.0317383,-0.9731445,-0.3413086,-10.54878,14.81707,-0.4878049
12:06.2,35.451,0.0429688,-0.9711914,-0.3339844,-9.695122,17.5,-0.3048781
12:06.2,35.45775,0.0444336,-0.9677734,-0.3417969,-8.658537,18.84146,0
12:06.2,35.4645,0.0410156,-0.9672852,-0.3452148,-8.536586,19.14634,-0.2439024
12:06.2,35.47125,0.0351563,-0.965332,-0.3432617,-8.353659,18.59756,-0.2439024
12:06.2,35.478,0.0253906,-0.9702148,-0.3393555,-7.5,18.71951,-0.4268293
12:06.2,35.48475,0.015625,-0.9741211,-0.3481445,-7.378049,18.71951,-0.5487805
12:06.2,35.4915,-0.0009766,-0.9775391,-0.3564453,-7.682927,18.65854,-0.6707317
12:06.2,35.49825,-0.0078125,-0.9829102,-0.3701172,-7.743903,19.08537,-0.7317073
12:06.2,35.505,-0.015625,-0.9833984,-0.3793945,-7.804878,19.45122,-0.9146342
12:06.2,35.51175,-0.0185547,-0.9780273,-0.3740234,-8.292683,17.80488,-0.9146342
12:06.2,35.5185,-0.012207,-0.9780273,-0.3710938,-8.841464,15.97561,-0.8536586
12:06.2,35.52525,-0.0083008,-0.9731445,-0.3642578,-9.45122,14.20732,-0.7926829
12:06.2,35.532,-0.0004883,-0.9667969,-0.3618164,-9.512196,13.04878,-0.7317073
12:06.2,35.53875,0.0039063,-0.9638672,-0.3598633,-9.45122,12.5,-0.7317073
12:06.2,35.5455,0.0141602,-0.9697266,-0.3540039,-9.268292,12.2561,-0.6097561
12:06.2,35.55225,0.0166016,-0.9726563,-0.3466797,-9.329268,12.31707,-0.6097561
12:06.2,35.559,0.0175781,-0.9755859,-0.3408203,-8.658537,12.62195,-0.4878049
12:06.2,35.56575,0.0131836,-0.9746094,-0.3413086,-8.353659,12.98781,-0.7317073
12:06.2,35.5725,0.0087891,-0.9711914,-0.347168,-7.987805,13.53659,-0.5487805
12:06.2,35.57925,0.012207,-0.9770508,-0.3535156,-7.987805,14.14634,-0.4268293
12:06.3,35.586,0.0151367,-0.9892578,-0.3554688,-8.170732,14.69512,-0.1829268
12:06.3,35.59275,0.0141602,-0.996582,-0.3500977,-7.987805,14.93902,-0.1829268
12:06.3,35.5995,0.0200195,-0.9931641,-0.3579102,-7.012195,16.21951,-0.0609756
12:06.3,35.60625,0.0161133,-0.9790039,-0.3662109,-6.890244,17.19512,-0.1829268
12:06.3,35.613,0.0131836,-0.9726563,-0.3574219,-7.987805,16.34146,-0.0609756
12:06.3,35.61975,0.0048828,-0.9731445,-0.3432617,-8.536586,16.34146,0.0609756
12:06.3,35.6265,0.003418,-0.9702148,-0.3417969,-8.04878,17.62195,0.2439024
12:06.3,35.63325,0.0014648,-0.9672852,-0.3427734,-7.621952,19.20732,0.3658537
12:06.3,35.64,-0.0019531,-0.9677734,-0.3530273,-7.621952,20,0.1219512
12:06.3,35.64675,-0.0058594,-0.9711914,-0.3681641,-7.317073,20.06098,-0.1219512
12:06.3,35.6535,-0.0092773,-0.9677734,-0.3701172,-6.95122,20.36585,-0.1829268
12:06.3,35.66025,-0.0126953,-0.9692383,-0.3720703,-6.95122,20.06098,-0.3048781
12:06.3,35.667,-0.0166016,-0.9702148,-0.3745117,-7.378049,18.41463,-0.3048781
12:06.3,35.67375,-0.015625,-0.9770508,-0.3735352,-7.134147,16.82927,-0.3658537
12:06.3,35.6805,-0.0170898,-0.9711914,-0.387207,-8.719512,15.2439,-0.2439024
12:06.3,35.68725,-0.0097656,-0.9755859,-0.3754883,-10.2439,14.02439,-0.2439024
12:06.3,35.694,-0.0087891,-0.9907227,-0.3393555,-10.67073,13.35366,-0.1829268
12:06.3,35.70075,-0.0117188,-1.000488,-0.3149414,-10,12.31707,-0.3658537
12:06.3,35.7075,-0.0136719,-0.9990234,-0.3139648,-8.292683,12.5,-0.3048781
12:06.3,35.71425,-0.0175781,-0.9887695,-0.3291016,-7.134147,13.84146,-0.0609756
12:06.3,35.721,-0.015625,-0.9858398,-0.3378906,-6.829268,14.63415,0.4268293
12:06.3,35.72775,-0.0078125,-0.9853516,-0.340332,-6.097561,13.71951,0.5487805
12:06.3,35.7345,0.0097656,-0.9873047,-0.3442383,-5.243903,11.76829,0.7926829
12:06.3,35.74125,0.0126953,-0.9848633,-0.3579102,-5.243903,11.15854,0.5487805
12:06.3,35.748,0.0048828,-0.984375,-0.3544922,-7.195122,11.21951,0.4268293
12:06.3,35.75475,0.0019531,-0.9868164,-0.3398438,-8.47561,11.46342,0.4878049
12:06.3,35.7615,-0.0097656,-0.9897461,-0.3183594,-8.719512,11.58537,0.6097561
12:06.3,35.76825,-0.012207,-0.9863281,-0.3198242,-7.865854,11.95122,0.7926829
12:06.3,35.775,-0.0112305,-0.9736328,-0.3583984,-7.987805,12.37805,0.6097561
12:06.3,35.78175,-0.0058594,-0.9643555,-0.3857422,-9.45122,13.10976,0.5487805
12:06.3,35.7885,0.0043945,-0.9677734,-0.3925781,-10.06098,12.98781,0.7926829
12:06.3,35.79525,0.0097656,-0.9741211,-0.375,-12.07317,10.54878,0.7926829
12:06.3,35.802,0.0004883,-0.9726563,-0.3657227,-13.84146,8.231708,0.6097561
12:06.3,35.80875,-0.0087891,-0.9765625,-0.3374023,-14.20732,8.109756,0.9146342
12:06.3,35.8155,-0.0126953,-0.9804688,-0.3032227,-12.56098,8.109756,1.402439
12:06.3,35.82225,-0.0053711,-0.9716797,-0.2929688,-9.756098,9.45122,1.219512
12:06.3,35.829,-0.0078125,-0.9580078,-0.3271484,-7.865854,9.756098,0.7926829
12:06.3,35.83575,-0.0117188,-0.9501953,-0.3759766,-7.560976,8.719512,-0.0609756
12:06.3,35.8425,-0.0180664,-0.9477539,-0.3950195,-8.719512,8.719512,-0.6097561
12:06.3,35.84925,-0.0224609,-0.9594727,-0.3725586,-9.268292,8.841464,-0.6707317
12:06.3,35.856,-0.0244141,-0.9599609,-0.3623047,-9.268292,9.02439,-0.4878049
12:06.3,35.86275,-0.019043,-0.9658203,-0.3461914,-8.963415,9.45122,-0.3658537
12:06.3,35.8695,-0.0083008,-0.96875,-0.34375,-8.109756,9.939025,-0.3658537
12:06.3,35.87625,0.0141602,-0.9633789,-0.3447266,-7.987805,12.5,-0.9756098
12:06.3,35.883,0.0229492,-0.9501953,-0.3515625,-8.353659,15.18293,-2.134146
12:06.3,35.88975,0.0200195,-0.9458008,-0.3691406,-8.780488,16.58537,-2.317073
12:06.3,35.8965,0.0068359,-0.9360352,-0.3969727,-9.390244,19.20732,-3.292683
12:06.3,35.90325,-0.0043945,-0.9306641,-0.4160156,-11.09756,20.2439,-3.841464
12:06.3,35.91,-0.012207,-0.9331055,-0.4072266,-13.10976,19.63415,-4.146341
12:06.3,35.91675,-0.015625,-0.9394531,-0.3989258,-15.42683,17.31707,-4.390244
12:06.3,35.9235,-0.0239258,-0.9487305,-0.3959961,-15.91463,15.91463,-4.817073
12:06.3,35.93025,-0.0141602,-0.9521484,-0.375,-16.28049,12.56098,-4.939024
12:06.3,35.937,-0.0048828,-0.9658203,-0.3291016,-16.52439,10.97561,-5.121951
12:06.3,35.94375,-0.0014648,-0.9731445,-0.3168945,-14.81707,11.89024,-5.426829
12:06.3,35.9505,-0.0058594,-0.9746094,-0.315918,-13.53659,12.43902,-6.219512
12:06.3,35.95725,-0.0136719,-0.9858398,-0.3129883,-12.80488,12.56098,-6.768293
12:06.3,35.964,-0.0273438,-0.996582,-0.3198242,-12.31707,13.23171,-6.890244
12:06.3,35.97075,-0.0458984,-1.005859,-0.3227539,-11.15854,12.13415,-6.829268
12:06.3,35.9775,-0.0615234,-1.005859,-0.3349609,-11.52439,10.91463,-6.097561
12:06.3,35.98425,-0.0693359,-1.000488,-0.3632813,-11.95122,11.76829,-5.731708
12:06.3,35.991,-0.0639648,-1.003418,-0.3647461,-13.65854,12.68293,-5
12:06.3,35.99775,-0.0498047,-1.009277,-0.3134766,-14.93902,10.12195,-4.085366
12:06.3,36.0045,-0.0244141,-1.008301,-0.2866211,-12.68293,5.54878,-3.109756
12:06.3,36.01125,-0.0073242,-0.9902344,-0.315918,-10.85366,2.743902,-2.621951
12:06.3,36.018,0.0170898,-0.984375,-0.3310547,-11.70732,3.597561,-2.5
12:06.3,36.02475,0.03125,-0.9814453,-0.3100586,-13.04878,5.914634,-2.439024
12:06.3,36.0315,0.03125,-0.9853516,-0.2949219,-12.2561,8.292683,-2.743902
12:06.3,36.03825,0.019043,-0.9819336,-0.3110352,-10,10.42683,-3.04878
12:06.3,36.045,0.0073242,-0.9677734,-0.3398438,-9.390244,12.31707,-3.231707
12:06.3,36.05175,0.0039063,-0.9633789,-0.355957,-9.512196,16.40244,-3.109756
12:06.3,36.0585,-0.0039063,-0.9638672,-0.3808594,-11.28049,20.91463,-2.743902
12:06.3,36.06525,-0.0141602,-0.9755859,-0.387207,-11.58537,22.86585,-2.926829
12:06.3,36.072,-0.0229492,-0.9760742,-0.3896484,-11.46342,22.31707,-2.987805
12:06.3,36.07875,-0.0244141,-0.965332,-0.3823242,-12.13415,20.54878,-3.353659
12:06.3,36.0855,-0.0146484,-0.9697266,-0.371582,-12.31707,19.20732,-3.536585
12:06.3,36.09225,-0.0048828,-0.9711914,-0.371582,-11.34146,16.76829,-3.536585
12:06.3,36.099,0.0195313,-0.9804688,-0.3671875,-11.70732,17.80488,-3.597561
12:06.3,36.10575,0.0385742,-0.9951172,-0.3540039,-12.31707,19.57317,-3.719512
12:06.3,36.1125,0.0478516,-1.006836,-0.3491211,-12.2561,20.73171,-4.329268
12:06.3,36.11925,0.0351563,-1.001953,-0.3476563,-11.40244,21.40244,-5.121951
12:06.3,36.126,0.0058594,-1.004883,-0.3481445,-11.21951,20.91463,-5.54878
12:06.3,36.13275,-0.0249023,-1.006836,-0.3662109,-11.82927,19.81707,-5.365854
12:06.3,36.1395,-0.0517578,-0.9985352,-0.3955078,-11.28049,19.57317,-4.878049
12:06.3,36.14625,-0.0595703,-0.9887695,-0.4072266,-11.82927,17.2561,-4.329268
12:06.3,36.153,-0.0712891,-0.9741211,-0.4101563,-12.92683,13.84146,-3.597561
12:06.3,36.15975,-0.0605469,-0.9731445,-0.387207,-12.80488,10.30488,-2.439024
12:06.3,36.1665,-0.0371094,-0.9775391,-0.371582,-11.76829,7.621952,-1.585366
12:06.3,36.17325,-0.0131836,-0.9736328,-0.3544922,-11.76829,6.646342,-1.341463
12:06.3,36.18,0.0004883,-0.9765625,-0.3491211,-11.40244,7.134147,-1.280488
12:06.3,36.18675,0.0175781,-0.9672852,-0.3730469,-10.30488,8.963415,-1.402439
12:06.3,36.1935,0.0268555,-0.9555664,-0.3793945,-9.756098,11.15854,-1.768293
12:06.3,36.20025,0.0205078,-0.9482422,-0.390625,-9.207317,12.62195,-2.134146
12:06.3,36.207,0.0219727,-0.9375,-0.4140625,-9.085366,13.59756,-1.95122
12:06.3,36.21375,0.0258789,-0.9394531,-0.4086914,-9.817074,15.18293,-1.707317
12:06.3,36.2205,0.0297852,-0.9443359,-0.3857422,-9.695122,16.76829,-1.097561
12:06.3,36.22725,0.0385742,-0.9453125,-0.3886719,-9.634147,17.07317,-0.7317073
12:06.3,36.234,0.0439453,-0.9443359,-0.394043,-10.06098,18.59756,-0.4878049
12:06.3,36.24075,0.0405273,-0.9423828,-0.3896484,-9.756098,20.60976,-0.4878049
12:06.3,36.2475,0.0356445,-0.9394531,-0.3837891,-9.634147,21.46342,-0.9146342
12:06.3,36.25425,0.0205078,-0.9414063,-0.375,-9.085366,22.43902,-1.158537
12:06.4,36.261,-0.0029297,-0.9433594,-0.3950195,-8.963415,23.23171,-1.707317
12:06.4,36.26775,-0.0258789,-0.9516602,-0.4111328,-9.817074,23.29268,-1.890244
12:06.4,36.2745,-0.043457,-0.9619141,-0.3984375,-10.18293,22.13415,-2.134146
12:06.4,36.28125,-0.0556641,-0.9667969,-0.3959961,-9.695122,20.73171,-2.195122
12:06.4,36.288,-0.0629883,-0.9633789,-0.3999023,-8.902439,18.65854,-2.256098
12:06.4,36.29475,-0.0678711,-0.9487305,-0.3994141,-8.719512,16.58537,-2.073171
12:06.4,36.3015,-0.0571289,-0.9477539,-0.4072266,-9.756098,14.45122,-1.95122
12:06.4,36.30825,-0.0424805,-0.9541016,-0.4111328,-9.817074,13.96342,-1.890244
12:06.4,36.315,-0.0244141,-0.9575195,-0.4057617,-9.45122,13.04878,-1.768293
12:06.4,36.32175,-0.0058594,-0.9521484,-0.3969727,-9.085366,12.2561,-2.073171
12:06.4,36.3285,0.0019531,-0.9594727,-0.3999023,-9.939025,12.13415,-2.682927
12:06.4,36.33525,0.0083008,-0.965332,-0.4052734,-9.756098,11.64634,-2.865854
12:06.4,36.342,0.012207,-0.9667969,-0.4106445,-10.54878,11.03659,-3.231707
12:06.4,36.34875,0.0141602,-0.9765625,-0.4047852,-11.21951,10.97561,-3.292683
12:06.4,36.3555,0.0136719,-0.9760742,-0.390625,-10.85366,12.31707,-3.353659
12:06.4,36.36225,0.0141602,-0.9726563,-0.371582,-9.878049,13.47561,-2.865854
12:06.4,36.369,0.0151367,-0.9672852,-0.3759766,-9.512196,14.26829,-2.743902
12:06.4,36.37575,0.0195313,-0.9638672,-0.3798828,-9.878049,14.87805,-2.682927
12:06.4,36.3825,0.0161133,-0.9663086,-0.3735352,-10.18293,17.0122,-2.439024
12:06.4,36.38925,0.0107422,-0.9785156,-0.375,-9.878049,20.2439,-2.743902
12:06.4,36.396,-0.0004883,-0.980957,-0.3876953,-8.963415,21.89024,-2.987805
12:06.4,36.40275,-0.0136719,-0.9775391,-0.4086914,-9.02439,21.15854,-3.109756
12:06.4,36.4095,-0.0239258,-0.9770508,-0.4111328,-9.085366,19.26829,-3.109756
12:06.4,36.41625,-0.0390625,-0.9707031,-0.4057617,-8.841464,17.19512,-3.109756
12:06.4,36.423,-0.0473633,-0.9624023,-0.3857422,-8.902439,14.02439,-2.926829
12:06.4,36.42975,-0.0395508,-0.9643555,-0.371582,-9.146341,12.80488,-2.682927
12:06.4,36.4365,-0.027832,-0.972168,-0.3706055,-8.353659,12.5,-2.439024
12:06.4,36.44325,-0.0200195,-0.9765625,-0.3671875,-7.012195,11.76829,-2.439024
12:06.4,36.45,-0.0087891,-0.9746094,-0.371582,-5.670732,12.62195,-2.621951
12:06.4,36.45675,-0.0029297,-0.9697266,-0.3920898,-5.731708,14.20732,-2.560976
12:06.4,36.4635,0.0058594,-0.9619141,-0.4023438,-7.073171,14.57317,-2.439024
12:06.4,36.47025,0.0117188,-0.9614258,-0.3945313,-7.865854,13.71951,-2.317073
12:06.4,36.477,0.0161133,-0.9619141,-0.3984375,-7.987805,13.41463,-2.560976
12:06.4,36.48375,0.0185547,-0.9658203,-0.409668,-8.109756,13.90244,-2.621951
12:06.4,36.4905,0.0239258,-0.96875,-0.4082031,-7.926829,14.93902,-2.5
12:06.4,36.49725,0.0175781,-0.9638672,-0.4008789,-7.682927,14.93902,-2.682927
12:06.4,36.504,0.0112305,-0.9604492,-0.3916016,-7.5,13.78049,-2.621951
12:06.4,36.51075,0.0048828,-0.9614258,-0.3803711,-7.682927,13.71951,-2.378049
12:06.4,36.5175,0.0083008,-0.9575195,-0.3813477,-7.5,14.32927,-2.256098
12:06.4,36.52425,0.012207,-0.9614258,-0.3754883,-7.195122,15.42683,-2.439024
12:06.4,36.531,0.0102539,-0.9628906,-0.3901367,-6.52439,16.64634,-2.743902
12:06.4,36.53775,0.0087891,-0.9619141,-0.3994141,-6.707317,18.17073,-3.231707
12:06.4,36.5445,0.0004883,-0.9667969,-0.409668,-7.073171,18.84146,-3.353659
12:06.4,36.55125,-0.0043945,-0.9677734,-0.4155273,-7.195122,18.41463,-3.170732
12:06.4,36.558,-0.0175781,-0.96875,-0.4013672,-7.5,16.76829,-2.926829
12:06.4,36.56475,-0.0229492,-0.9658203,-0.387207,-7.560976,15.85366,-2.378049
12:06.4,36.5715,-0.0161133,-0.9658203,-0.3803711,-7.378049,15.2439,-2.195122
12:06.4,36.57825,-0.0024414,-0.9682617,-0.3828125,-7.012195,14.57317,-2.073171
12:06.4,36.585,0.0058594,-0.9731445,-0.3833008,-6.52439,14.87805,-2.5
12:06.4,36.59175,0.0068359,-0.972168,-0.3833008,-6.280488,14.81707,-2.560976
12:06.4,36.5985,0.0029297,-0.9663086,-0.3837891,-6.280488,14.7561,-2.621951
12:06.4,36.60525,0.0004883,-0.965332,-0.390625,-6.463415,14.69512,-2.560976
12:06.4,36.612,0.0024414,-0.9638672,-0.3862305,-6.463415,14.7561,-2.621951
12:06.4,36.61875,0.0117188,-0.9604492,-0.3833008,-5.731708,15,-2.378049
12:06.4,36.6255,0.0092773,-0.9638672,-0.3876953,-5.731708,15.30488,-2.5
12:06.4,36.63225,0.0092773,-0.96875,-0.3896484,-5.731708,15.73171,-2.5
12:06.4,36.639,0.0058594,-0.972168,-0.3862305,-5.97561,15.54878,-2.317073
12:06.4,36.64575,-0.0004883,-0.9741211,-0.3779297,-5.487805,14.63415,-2.012195
12:06.4,36.6525,-0.0019531,-0.9726563,-0.3647461,-5.182927,14.26829,-1.768293
12:06.4,36.65925,-0.0009766,-0.9648438,-0.371582,-4.756098,14.20732,-1.768293
12:06.4,36.666,0.0039063,-0.9609375,-0.3852539,-5.060976,14.26829,-1.890244
12:06.4,36.67275,0.0078125,-0.9570313,-0.3925781,-5.121951,14.57317,-2.012195
12:06.4,36.6795,0.0112305,-0.9599609,-0.3867188,-5.426829,14.7561,-2.195122
12:06.4,36.68625,0.0107422,-0.9638672,-0.3774414,-5.182927,15.18293,-2.195122
12:06.4,36.693,0.0083008,-0.9667969,-0.3881836,-4.390244,15.85366,-2.378049
12:06.4,36.69975,0.0024414,-0.9609375,-0.390625,-4.02439,16.28049,-2.439024
12:06.4,36.7065,-0.0053711,-0.9648438,-0.3837891,-4.573171,15.67073,-2.5
12:06.4,36.71325,-0.0048828,-0.9775391,-0.371582,-5.060976,13.90244,-2.439024
12:06.4,36.72,-0.0083008,-0.9936523,-0.3793945,-5.121951,12.07317,-2.5
12:06.4,36.72675,-0.0068359,-1.007324,-0.378418,-5.243903,10.79268,-2.5
12:06.4,36.7335,-0.0073242,-1.012207,-0.3618164,-4.573171,9.146341,-2.012195
12:06.4,36.74025,-0.0166016,-1.002441,-0.3203125,-2.926829,6.829268,-1.097561
12:06.4,36.747,-0.0219727,-0.9848633,-0.3110352,-1.219512,5.670732,-0.2439024
12:06.4,36.75375,-0.0146484,-0.9716797,-0.3198242,-1.036585,4.878049,0.4268293
12:06.4,36.7605,-0.003418,-0.9824219,-0.3178711,-0.3048781,4.939024,0.9756098
12:06.4,36.76725,0.003418,-1,-0.3095703,0.5487805,4.939024,1.341463
12:06.4,36.774,0.0053711,-1.010254,-0.2944336,2.682927,4.329268,2.012195
12:06.4,36.78075,-0.0063477,-1.006348,-0.2666016,5.243903,2.743902,2.256098
12:06.4,36.7875,-0.0263672,-1.010742,-0.2397461,7.195122,-0.2439024,2.439024
12:06.4,36.79425,-0.0512695,-1.019043,-0.2382813,9.878049,-1.768293,2.865854
12:06.4,36.801,-0.0771484,-1.031738,-0.2407227,11.09756,-2.743902,3.841464
12:06.4,36.80775,-0.0922852,-1.036621,-0.2270508,12.98781,-3.841464,5.609756
12:06.4,36.8145,-0.1000977,-1.039063,-0.2119141,15.36585,-5.853659,7.439024
12:06.4,36.82125,-0.1049805,-1.036621,-0.21875,16.89024,-9.817074,8.597561
12:06.4,36.828,-0.1079102,-1.040527,-0.2011719,16.40244,-14.5122,10
12:06.4,36.83475,-0.1137695,-1.049316,-0.1816406,17.56098,-18.04878,11.64634
12:06.4,36.8415,-0.1279297,-1.064941,-0.1464844,23.29268,-22.37805,13.53659
12:06.4,36.84825,-0.1367188,-1.063477,-0.1469727,29.32927,-27.5,15.12195
12:06.4,36.855,-0.1455078,-1.058105,-0.159668,33.29268,-32.9878,16.28049
12:06.4,36.86175,-0.1416016,-1.044434,-0.168457,35.06098,-36.82927,16.76829
12:06.4,36.8685,-0.1328125,-1.024414,-0.1552734,36.09756,-37.19512,17.19512
12:06.4,36.87525,-0.1162109,-0.996582,-0.1455078,38.96342,-37.19512,16.76829
12:06.4,36.882,-0.0874023,-0.9785156,-0.1538086,40.2439,-39.45122,16.15854
12:06.4,36.88875,-0.0458984,-0.965332,-0.2006836,41.89024,-36.40244,14.81707
12:06.4,36.8955,-0.0253906,-0.9453125,-0.2758789,41.95122,-28.29268,13.29268
12:06.4,36.90225,-0.0117188,-0.9213867,-0.3300781,39.69512,-22.86585,12.43902
12:06.4,36.909,-0.0083008,-0.90625,-0.3525391,37.2561,-22.13415,11.58537
12:06.4,36.91575,0.0146484,-0.9023438,-0.4057617,35.12195,-25.06098,11.95122
12:06.4,36.9225,0.0498047,-0.8925781,-0.4672852,32.92683,-26.64634,11.58537
12:06.4,36.92925,0.0664063,-0.8847656,-0.4775391,25.48781,-26.15854,10.18293
12:06.5,36.936,0.0791016,-0.8769531,-0.4462891,18.59756,-22.80488,7.987805
12:06.5,36.94275,0.0727539,-0.8798828,-0.3886719,18.23171,-23.47561,5.731708
12:06.5,36.9495,0.0581055,-0.8803711,-0.3950195,16.52439,-26.21951,3.414634
12:06.5,36.95625,0.0380859,-0.894043,-0.4418945,12.31707,-20.79268,1.768293
12:06.5,36.963,0.0068359,-0.8994141,-0.4960938,9.390244,-16.34146,1.52439
12:06.5,36.96975,-0.0239258,-0.8950195,-0.515625,1.219512,-11.82927,2.926829
12:06.5,36.9765,-0.0214844,-0.9013672,-0.4960938,-9.695122,-10.60976,4.329268
12:06.5,36.98325,-0.0063477,-0.9057617,-0.472168,-19.08537,-3.963415,5.243903
12:06.5,36.99,0,-0.9116211,-0.4599609,-24.39024,3.902439,5
12:06.5,36.99675,-0.003418,-0.9204102,-0.440918,-26.15854,2.621951,4.207317
12:06.5,37.0035,0.0068359,-0.9345703,-0.4213867,-27.31707,-8.536586,3.658537
